Banco;Sociedad;Fecha Documento;CIF;Proveedor;Nº Factura;Importe;F. Anticipo;F. Vencimiento;Días;% Interés;% Comisión;Total Comisión;Total Interés;% Reparto;Comisión Prisma;Interés Prisma;Calculo com Prisma;Calculo int prisma;Total diferencia
Plata;Verde;07/01/2026;A81058085;Cárnicos Probados S.A.;4230550;908,05;21/12/2025;12/01/2026;57;4,47;1,5;13,62;6,43;30,0;3,9;1,67;=G34*(L34/100)*(O34/100);=G34*(K34/360/100)*J34*(O34/100);=P34-R34+Q34-S34
Plata;Verde;07/01/2026;B50069707;Silos Aleados S.L.;2145972;984,13;10/12/2025;22/02/2026;37;2,14;1,59;15,65;2,16;70,0;10,82;1,47;=G35*(L35/100)*(O35/100);=G35*(K35/360/100)*J35*(O35/100);=P35-R35+Q35-S35
Plata;Verde;07/01/2026;B50069707;Silos Aleados S.L.;3666692;515,54;21/12/2025;15/02/2026;15;3,1;2,22;11,44;0,67;60,0;7,02;0,22;=G36*(L36/100)*(O36/100);=G36*(K36/360/100)*J36*(O36/100);=P36-R36+Q36-S36
Plata;Verde;07/01/2026;B50069707;Silos Aleados S.L.;4416864;192,33;01/12/2025;08/02/2026;54;1,78;1,3;2,5;0,51;30,0;1,02;0,13;=G37*(L37/100)*(O37/100);=G37*(K37/360/100)*J37*(O37/100);=P37-R37+Q37-S37
Plata;Verde;07/01/2026;B50069707;Silos Aleados S.L.;4064939;906,93;07/12/2025;16/02/2026;73;3,64;1,53;13,88;6,69;60,0;8,39;4,2;=G38*(L38/100)*(O38/100);=G38*(K38/360/100)*J38*(O38/100);=P38-R38+Q38-S38
Plata;Verde;07/01/2026;B71623960;Embutidos Pirenaicos S.L.;1815929;890,86;15/12/2025;15/02/2026;73;2,75;1,41;12,56;4,97;60,0;7,48;3,13;=G39*(L39/100)*(O39/100);=G39*(K39/360/100)*J39*(O39/100);=P39-R39+Q39-S39
Plata;Verde;07/01/2026;B71623960;Embutidos Pirenaicos S.L.;1962752;694,21;20/12/2025;19/02/2026;38;3,04;2,19;15,2;2,23;30,0;4,62;0,73;=G40*(L40/100)*(O40/100);=G40*(K40/360/100)*J40*(O40/100);=P40-R40+Q40-S40
Plata;Verde;07/01/2026;A14133416;Formulaciones Franquiciados S.A.;3255669;896,09;02/12/2025;15/02/2026;28;3,98;2,12;19,0;2,77;50,0;9,3;1,57;=G41*(L41/100)*(O41/100);=G41*(K41/360/100)*J41*(O41/100);=P41-R41+Q41-S41
Plata;Verde;07/01/2026;A14133416;Formulaciones Franquiciados S.A.;1940733;9846,74;01/12/2025;01/03/2026;24;2,16;1,86;183,15;14,18;60,0;109,72;8,54;=G42*(L42/100)*(O42/100);=G42*(K42/360/100)*J42*(O42/100);=P42-R42+Q42-S42
Plata;Verde;07/01/2026;A14133416;Formulaciones Franquiciados S.A.;4041316;505,35;06/12/2025;04/01/2026;41;3,67;1,62;8,19;2,11;30,0;2,29;0,62;=G43*(L43/100)*(O43/100);=G43*(K43/360/100)*J43*(O43/100);=P43-R43+Q43-S43
Plata;Verde;07/01/2026;A14133416;Formulaciones Franquiciados S.A.;4133085;377,03;06/12/2025;12/03/2026;43;4,18;2,05;7,73;1,88;70,0;5,52;1,24;=G44*(L44/100)*(O44/100);=G44*(K44/360/100)*J44*(O44/100);=P44-R44+Q44-S44
Plata;Verde;07/01/2026;B05410819;Granitos Amplios S.L.;4933777;306,47;12/12/2025;07/03/2026;71;4,21;2,39;7,32;2,54;50,0;3,49;1,56;=G45*(L45/100)*(O45/100);=G45*(K45/360/100)*J45*(O45/100);=P45-R45+Q45-S45
Plata;Verde;07/01/2026;B05410819;Granitos Amplios S.L.;1324553;890,85;09/12/2025;26/03/2026;44;3,02;0,78;6,95;3,29;50,0;3,75;1,41;=G46*(L46/100)*(O46/100);=G46*(K46/360/100)*J46*(O46/100);=P46-R46+Q46-S46
Plata;Verde;07/01/2026;B58849181;Barnices Centralizados S.L.;4374288;9409,35;08/12/2025;17/03/2026;28;3,81;2,29;215,47;27,88;60,0;129,37;16,94;=G47*(L47/100)*(O47/100);=G47*(K47/360/100)*J47*(O47/100);=P47-R47+Q47-S47
Plata;Verde;07/01/2026;B58849181;Barnices Centralizados S.L.;3409353;147,36;08/12/2025;14/02/2026;73;4,96;1,32;1,95;1,48;30,0;0,5;0,35;=G48*(L48/100)*(O48/100);=G48*(K48/360/100)*J48*(O48/100);=P48-R48+Q48-S48
Plata;Verde;07/01/2026;B58849181;Barnices Centralizados S.L.;2571129;637,7;14/12/2025;06/02/2026;21;2,51;0,93;5,93;0,93;60,0;3,83;0,69;=G49*(L49/100)*(O49/100);=G49*(K49/360/100)*J49*(O49/100);=P49-R49+Q49-S49
Plata;Verde;07/01/2026;B88158674;Informes Interconectados S.L.;4947230;711,14;13/12/2025;26/03/2026;67;3,19;1,33;9,46;4,22;70,0;6,85;2,94;=G50*(L50/100)*(O50/100);=G50*(K50/360/100)*J50*(O50/100);=P50-R50+Q50-S50
Plata;Verde;07/01/2026;B88158674;Informes Interconectados S.L.;2834793;805,32;06/12/2025;13/02/2026;75;4,87;1,34;10,79;8,17;40,0;4,58;3,18;=G51*(L51/100)*(O51/100);=G51*(K51/360/100)*J51*(O51/100);=P51-R51+Q51-S51
Plata;Verde;07/01/2026;B88158674;Informes Interconectados S.L.;3242832;9886,23;17/12/2025;07/03/2026;23;3,27;1,82;179,93;20,65;30,0;53,77;6,27;=G52*(L52/100)*(O52/100);=G52*(K52/360/100)*J52*(O52/100);=P52-R52+Q52-S52
Plata;Verde;07/01/2026;B88158674;Informes Interconectados S.L.;4087713;6116,16;08/12/2025;11/01/2026;63;2,39;1,01;61,77;25,58;60,0;37,04;15,32;=G53*(L53/100)*(O53/100);=G53*(K53/360/100)*J53*(O53/100);=P53-R53+Q53-S53
Plata;Verde;07/01/2026;B23607696;Alcoholes Cementados S.L.;1180323;227,54;28/12/2025;22/03/2026;30;3,1;2,33;5,3;0,59;30,0;1,87;0,23;=G54*(L54/100)*(O54/100);=G54*(K54/360/100)*J54*(O54/100);=P54-R54+Q54-S54
Plata;Verde;07/01/2026;B23607696;Alcoholes Cementados S.L.;3560575;840,7;05/12/2025;19/01/2026;48;1,68;1,17;9,84;1,88;60,0;6,02;1,15;=G55*(L55/100)*(O55/100);=G55*(K55/360/100)*J55*(O55/100);=P55-R55+Q55-S55
Plata;Verde;07/01/2026;B23607696;Alcoholes Cementados S.L.;2699475;147,01;22/12/2025;27/02/2026;64;4,7;0,92;1,35;1,23;60,0;0,94;1,03;=G56*(L56/100)*(O56/100);=G56*(K56/360/100)*J56*(O56/100);=P56-R56+Q56-S56
Plata;Verde;07/01/2026;B23607696;Alcoholes Cementados S.L.;2046927;628,61;21/12/2025;01/01/2026;55;4,1;1,81;11,38;3,94;50,0;5,95;2,13;=G57*(L57/100)*(O57/100);=G57*(K57/360/100)*J57*(O57/100);=P57-R57+Q57-S57
Plata;Verde;07/01/2026;A15071021;Estructuras Inteligentes S.A.;1569320;515,28;11/12/2025;25/02/2026;41;4,31;1,14;5,87;2,53;60,0;3,81;1,32;=G58*(L58/100)*(O58/100);=G58*(K58/360/100)*J58*(O58/100);=P58-R58+Q58-S58
Plata;Verde;07/01/2026;A15071021;Estructuras Inteligentes S.A.;4543296;405,8;08/12/2025;21/03/2026;18;3,04;1,16;4,71;0,62;60,0;2,77;0,27;=G59*(L59/100)*(O59/100);=G59*(K59/360/100)*J59*(O59/100);=P59-R59+Q59-S59
Plata;Verde;07/01/2026;A15071021;Estructuras Inteligentes S.A.;4681526;293,93;19/12/2025;04/02/2026;70;4,35;1,19;3,5;2,49;60,0;2,13;1,29;=G60*(L60/100)*(O60/100);=G60*(K60/360/100)*J60*(O60/100);=P60-R60+Q60-S60
Plata;Verde;07/01/2026;A15071021;Estructuras Inteligentes S.A.;2980071;901,29;16/12/2025;02/01/2026;20;1,95;0,78;7,03;0,98;40,0;3,0;0,28;=G61*(L61/100)*(O61/100);=G61*(K61/360/100)*J61*(O61/100);=P61-R61+Q61-S61
Plata;Verde;07/01/2026;A99381919;Diodos Gigantes S.A.;4514397;4522,52;08/12/2025;28/01/2026;75;4,18;1,63;73,72;39,38;70,0;51,73;27,86;=G62*(L62/100)*(O62/100);=G62*(K62/360/100)*J62*(O62/100);=P62-R62+Q62-S62
Plata;Verde;07/01/2026;A99381919;Diodos Gigantes S.A.;4706205;684,35;10/12/2025;27/03/2026;19;3,76;0,62;4,24;1,36;60,0;2,77;1,02;=G63*(L63/100)*(O63/100);=G63*(K63/360/100)*J63*(O63/100);=P63-R63+Q63-S63
Plata;Verde;07/01/2026;A99381919;Diodos Gigantes S.A.;3253656;679,26;02/12/2025;02/02/2026;42;4,52;1,71;11,62;3,58;30,0;3,34;1,16;=G64*(L64/100)*(O64/100);=G64*(K64/360/100)*J64*(O64/100);=P64-R64+Q64-S64
Plata;Verde;07/01/2026;B88840990;Cargas Gallegos S.L.;2127271;897,04;27/12/2025;07/03/2026;66;2,66;1,32;11,84;4,37;50,0;5,94;2,29;=G65*(L65/100)*(O65/100);=G65*(K65/360/100)*J65*(O65/100);=P65-R65+Q65-S65
Plata;Verde;07/01/2026;B88840990;Cargas Gallegos S.L.;2230569;2174,66;10/12/2025;19/03/2026;16;1,9;2,49;54,15;1,84;40,0;21,79;0,75;=G66*(L66/100)*(O66/100);=G66*(K66/360/100)*J66*(O66/100);=P66-R66+Q66-S66
Plata;Verde;07/01/2026;B88840990;Cargas Gallegos S.L.;1512520;872,68;26/12/2025;12/01/2026;56;2,78;0,74;6,46;3,77;40,0;2,42;1,26;=G67*(L67/100)*(O67/100);=G67*(K67/360/100)*J67*(O67/100);=P67-R67+Q67-S67
Plata;Verde;07/01/2026;A83994559;Oleicos Integrados S.A.;1560983;609,3;14/12/2025;27/01/2026;27;2,6;0,76;4,63;1,19;50,0;2,46;0,82;=G68*(L68/100)*(O68/100);=G68*(K68/360/100)*J68*(O68/100);=P68-R68+Q68-S68
Plata;Verde;07/01/2026;A83994559;Oleicos Integrados S.A.;3660768;6735,53;21/12/2025;27/03/2026;59;4,77;0,98;66,01;52,66;70,0;46,24;36,75;=G69*(L69/100)*(O69/100);=G69*(K69/360/100)*J69*(O69/100);=P69-R69+Q69-S69
Plata;Verde;07/01/2026;A83994559;Oleicos Integrados S.A.;3452026;8480,63;27/12/2025;18/02/2026;39;3,26;1,7;144,17;29,95;40,0;57,51;11,72;=G70*(L70/100)*(O70/100);=G70*(K70/360/100)*J70*(O70/100);=P70-R70+Q70-S70
Plata;Verde;07/01/2026;A83994559;Oleicos Integrados S.A.;4128385;676,39;18/12/2025;11/03/2026;15;4,69;2,36;15,96;1,32;60,0;9,47;1,08;=G71*(L71/100)*(O71/100);=G71*(K71/360/100)*J71*(O71/100);=P71-R71+Q71-S71
Plata;Verde;07/01/2026;A38996666;Residuos Permanentes S.A.;3229382;272,43;25/12/2025;18/01/2026;34;2,68;1,83;4,99;0,69;60,0;3,02;0,61;=G72*(L72/100)*(O72/100);=G72*(K72/360/100)*J72*(O72/100);=P72-R72+Q72-S72
Plata;Verde;07/01/2026;A38996666;Residuos Permanentes S.A.;2279788;514,39;08/12/2025;22/03/2026;32;4,87;2,2;11,32;2,23;40,0;4,79;1,19;=G73*(L73/100)*(O73/100);=G73*(K73/360/100)*J73*(O73/100);=P73-R73+Q73-S73
Plata;Verde;07/01/2026;A38996666;Residuos Permanentes S.A.;3292768;1399,06;28/12/2025;05/01/2026;46;3,7;1,48;20,71;6,61;70,0;14,23;4,56;=G74*(L74/100)*(O74/100);=G74*(K74/360/100)*J74*(O74/100);=P74-R74+Q74-S74
Plata;Verde;07/01/2026;A22952057;Herbicidas Seguros S.A.;2514174;5801,11;07/12/2025;15/02/2026;50;2,56;1,34;77,73;20,63;30,0;23,37;6,0;=G75*(L75/100)*(O75/100);=G75*(K75/360/100)*J75*(O75/100);=P75-R75+Q75-S75
Plata;Verde;07/01/2026;A22952057;Herbicidas Seguros S.A.;1316736;876,87;10/12/2025;07/01/2026;40;3,95;1,64;14,38;3,85;70,0;9,77;2,47;=G76*(L76/100)*(O76/100);=G76*(K76/360/100)*J76*(O76/100);=P76-R76+Q76-S76
Plata;Verde;07/01/2026;A22952057;Herbicidas Seguros S.A.;4652555;864,31;11/12/2025;10/02/2026;46;3,83;1,63;14,09;4,23;30,0;4,1;1,05;=G77*(L77/100)*(O77/100);=G77*(K77/360/100)*J77*(O77/100);=P77-R77+Q77-S77
Plata;Verde;07/01/2026;A22952057;Herbicidas Seguros S.A.;1362050;675,38;14/12/2025;16/02/2026;33;1,53;1,75;11,82;0,95;60,0;7,02;0,37;=G78*(L78/100)*(O78/100);=G78*(K78/360/100)*J78*(O78/100);=P78-R78+Q78-S78
Plata;Verde;07/01/2026;A87790879;Digitalizaciones Arraigados S.A.;4293690;261,55;11/12/2025;16/01/2026;69;2,24;1,37;3,58;1,12;60,0;1,93;0,39;=G79*(L79/100)*(O79/100);=G79*(K79/360/100)*J79*(O79/100);=P79-R79+Q79-S79
Plata;Verde;07/01/2026;A87790879;Digitalizaciones Arraigados S.A.;1610786;282,11;21/12/2025;22/02/2026;69;2,48;1,84;5,19;1,34;70,0;3,79;1,1;=G80*(L80/100)*(O80/100);=G80*(K80/360/100)*J80*(O80/100);=P80-R80+Q80-S80
Plata;Verde;07/01/2026;A87790879;Digitalizaciones Arraigados S.A.;1108129;150,33;21/12/2025;05/02/2026;75;2,99;1,17;1,76;0,94;50,0;0,6;0,26;=G81*(L81/100)*(O81/100);=G81*(K81/360/100)*J81*(O81/100);=P81-R81+Q81-S81
Plata;Verde;07/01/2026;A88441953;Chapas Madrileños S.A.;3468507;5507,5;15/12/2025;24/03/2026;72;1,7;1,86;102,44;18,73;70,0;71,76;12,89;=G82*(L82/100)*(O82/100);=G82*(K82/360/100)*J82*(O82/100);=P82-R82+Q82-S82
Plata;Verde;07/01/2026;A88441953;Chapas Madrileños S.A.;2493494;2896,25;07/12/2025;17/03/2026;16;2,75;0,54;15,64;3,54;70,0;10,83;2,71;=G83*(L83/100)*(O83/100);=G83*(K83/360/100)*J83*(O83/100);=P83-R83+Q83-S83
Plata;Verde;07/01/2026;A88441953;Chapas Madrileños S.A.;3666014;133,77;28/12/2025;25/02/2026;48;3,67;1,85;2,47;0,65;60,0;1,42;0,65;=G84*(L84/100)*(O84/100);=G84*(K84/360/100)*J84*(O84/100);=P84-R84+Q84-S84
Plata;Verde;07/01/2026;B25207343;Vinos Operativos S.L.;2192948;9765,98;02/12/2025;23/03/2026;30;2,93;2,39;233,41;23,85;50,0;116,9;12,21;=G85*(L85/100)*(O85/100);=G85*(K85/360/100)*J85*(O85/100);=P85-R85+Q85-S85
Plata;Verde;07/01/2026;B25207343;Vinos Operativos S.L.;3846190;8577,79;20/12/2025;11/01/2026;47;4,67;0,52;44,6;52,3;70,0;31,02;36,91;=G86*(L86/100)*(O86/100);=G86*(K86/360/100)*J86*(O86/100);=P86-R86+Q86-S86
Plata;Verde;07/01/2026;B25207343;Vinos Operativos S.L.;3855918;145,46;12/12/2025;27/02/2026;64;2,94;0,96;1,4;0,76;30,0;0,59;-0,06;=G87*(L87/100)*(O87/100);=G87*(K87/360/100)*J87*(O87/100);=P87-R87+Q87-S87
Plata;Verde;07/01/2026;B42651900;Cápsulas Plateados S.L.;3211651;718,64;20/12/2025;22/02/2026;32;2,24;0,86;6,18;1,43;60,0;3,52;0,66;=G88*(L88/100)*(O88/100);=G88*(K88/360/100)*J88*(O88/100);=P88-R88+Q88-S88
Plata;Verde;07/01/2026;B42651900;Cápsulas Plateados S.L.;2650192;435,4;20/12/2025;09/03/2026;15;3,92;2,25;9,8;0,71;60,0;5,7;0,13;=G89*(L89/100)*(O89/100);=G89*(K89/360/100)*J89*(O89/100);=P89-R89+Q89-S89
Plata;Verde;07/01/2026;B42651900;Cápsulas Plateados S.L.;3207150;910,11;28/12/2025;08/02/2026;63;4,41;1,26;11,47;7,02;50,0;5,76;3,73;=G90*(L90/100)*(O90/100);=G90*(K90/360/100)*J90*(O90/100);=P90-R90+Q90-S90
Plata;Verde;07/01/2026;B42651900;Cápsulas Plateados S.L.;4883078;1159,95;10/12/2025;14/02/2026;18;2,77;0,94;10,9;1,61;50,0;5,6;0,95;=G91*(L91/100)*(O91/100);=G91*(K91/360/100)*J91*(O91/100);=P91-R91+Q91-S91
Plata;Verde;07/01/2026;B51934390;Digitalizaciones Diversificados S.L.;2713658;3615,94;16/12/2025;24/01/2026;52;2,14;1,93;69,79;11,18;70,0;48,66;7,75;=G92*(L92/100)*(O92/100);=G92*(K92/360/100)*J92*(O92/100);=P92-R92+Q92-S92
Plata;Verde;07/01/2026;B51934390;Digitalizaciones Diversificados S.L.;4415814;527,89;03/12/2025;12/02/2026;74;3,82;1,69;8,92;4,15;60,0;5,38;2,74;=G93*(L93/100)*(O93/100);=G93*(K93/360/100)*J93*(O93/100);=P93-R93+Q93-S93
Plata;Verde;07/01/2026;B51934390;Digitalizaciones Diversificados S.L.;4683736;628,11;28/12/2025;06/03/2026;33;3,21;1,08;6,78;1,85;70,0;4,76;1,02;=G94*(L94/100)*(O94/100);=G94*(K94/360/100)*J94*(O94/100);=P94-R94+Q94-S94
Plata;Verde;07/01/2026;B51934390;Digitalizaciones Diversificados S.L.;1142538;5072,23;09/12/2025;18/02/2026;20;3,24;0,8;40,58;9,13;30,0;12,23;2,82;=G95*(L95/100)*(O95/100);=G95*(K95/360/100)*J95*(O95/100);=P95-R95+Q95-S95
Plata;Verde;07/01/2026;A21430616;Cables Estandarizados S.A.;2188439;5839,79;26/12/2025;01/03/2026;38;3,68;2,24;130,81;22,68;40,0;52,21;8,83;=G96*(L96/100)*(O96/100);=G96*(K96/360/100)*J96*(O96/100);=P96-R96+Q96-S96
Plata;Verde;07/01/2026;A21430616;Cables Estandarizados S.A.;1438228;287,69;22/12/2025;06/01/2026;55;2,83;0,77;2,22;1,24;70,0;1,53;0,59;=G97*(L97/100)*(O97/100);=G97*(K97/360/100)*J97*(O97/100);=P97-R97+Q97-S97
Plata;Verde;07/01/2026;A30503948;Sustratos Históricos S.A.;4128100;9180,3;04/12/2025;06/02/2026;72;4,12;1,04;95,48;75,65;50,0;48,04;37,67;=G98*(L98/100)*(O98/100);=G98*(K98/360/100)*J98*(O98/100);=P98-R98+Q98-S98
Plata;Verde;07/01/2026;A30503948;Sustratos Históricos S.A.;2566024;9123,92;17/12/2025;10/01/2026;35;3,88;1,31;119,52;34,42;40,0;47,55;13,68;=G99*(L99/100)*(O99/100);=G99*(K99/360/100)*J99*(O99/100);=P99-R99+Q99-S99
Plata;Verde;07/01/2026;A30503948;Sustratos Históricos S.A.;1664407;2960,66;26/12/2025;16/02/2026;38;2,42;1,29;38,19;7,56;50,0;18,93;4,06;=G100*(L100/100)*(O100/100);=G100*(K100/360/100)*J100*(O100/100);=P100-R100+Q100-S100
Plata;Verde;07/01/2026;A36168269;Acoplamientos Orientados S.A.;1011882;5527,55;01/12/2025;12/01/2026;43;3,76;0,78;43,11;24,82;30,0;12,8;7,48;=G101*(L101/100)*(O101/100);=G101*(K101/360/100)*J101*(O101/100);=P101-R101+Q101-S101
Plata;Verde;07/01/2026;A36168269;Acoplamientos Orientados S.A.;1835040;219,46;27/12/2025;21/02/2026;75;2,45;0,7;1,54;1,12;30,0;0,29;0,16;=G102*(L102/100)*(O102/100);=G102*(K102/360/100)*J102*(O102/100);=P102-R102+Q102-S102
Plata;Verde;07/01/2026;A36168269;Acoplamientos Orientados S.A.;4528217;8987,9;01/12/2025;23/03/2026;45;3,75;1,57;141,11;42,13;30,0;42,14;12,82;=G103*(L103/100)*(O103/100);=G103*(K103/360/100)*J103*(O103/100);=P103-R103+Q103-S103
Plata;Verde;07/01/2026;A36168269;Acoplamientos Orientados S.A.;2621399;8633,52;12/12/2025;05/02/2026;47;4,48;1,08;93,24;50,5;50,0;46,65;24,95;=G104*(L104/100)*(O104/100);=G104*(K104/360/100)*J104*(O104/100);=P104-R104+Q104-S104
Plata;Verde;07/01/2026;A87369793;Estructuras Macizos S.A.;3707542;240,83;10/12/2025;27/03/2026;22;1,69;0,87;2,1;0,25;30,0;0,64;0,3;=G105*(L105/100)*(O105/100);=G105*(K105/360/100)*J105*(O105/100);=P105-R105+Q105-S105
Plata;Verde;07/01/2026;A87369793;Estructuras Macizos S.A.;1866075;3089,6;28/12/2025;27/03/2026;70;1,76;2,14;66,12;10,57;60,0;39,46;6,47;=G106*(L106/100)*(O106/100);=G106*(K106/360/100)*J106*(O106/100);=P106-R106+Q106-S106
Plata;Verde;07/01/2026;A87369793;Estructuras Macizos S.A.;1807285;889,6;08/12/2025;11/03/2026;66;3,04;2,01;17,88;4,96;30,0;5,65;1,75;=G107*(L107/100)*(O107/100);=G107*(K107/360/100)*J107*(O107/100);=P107-R107+Q107-S107
Plata;Verde;07/01/2026;B05151853;Drenajes Escalables S.L.;1156851;956,31;15/12/2025;10/02/2026;49;3,44;2,41;23,05;4,48;30,0;7,16;1,1;=G108*(L108/100)*(O108/100);=G108*(K108/360/100)*J108*(O108/100);=P108-R108+Q108-S108
Plata;Verde;07/01/2026;B05151853;Drenajes Escalables S.L.;2195766;714,42;02/12/2025;13/02/2026;49;4,52;1,5;10,72;4,4;40,0;4,13;1,85;=G109*(L109/100)*(O109/100);=G109*(K109/360/100)*J109*(O109/100);=P109-R109+Q109-S109
Plata;Verde;07/01/2026;B89044566;Matrices Castellanos S.L.;1142944;378,05;26/12/2025;23/02/2026;50;3,65;2,07;7,83;1,92;40,0;3,02;0,57;=G110*(L110/100)*(O110/100);=G110*(K110/360/100)*J110*(O110/100);=P110-R110+Q110-S110
Plata;Verde;07/01/2026;B89044566;Matrices Castellanos S.L.;2052631;9419,05;06/12/2025;03/03/2026;53;2,24;0,95;89,48;31,06;60,0;53,73;18,7;=G111*(L111/100)*(O111/100);=G111*(K111/360/100)*J111*(O111/100);=P111-R111+Q111-S111
Plata;Verde;07/01/2026;B89044566;Matrices Castellanos S.L.;1854055;6442,43;19/12/2025;13/01/2026;60;2,97;2,31;148,82;31,89;50,0;74,58;15,7;=G112*(L112/100)*(O112/100);=G112*(K112/360/100)*J112*(O112/100);=P112-R112+Q112-S112
Plata;Verde;07/01/2026;B05467051;Tintes Bajos S.L.;3841358;650,4;06/12/2025;28/01/2026;25;4,99;1,47;9,56;2,25;40,0;3,98;0,91;=G113*(L113/100)*(O113/100);=G113*(K113/360/100)*J113*(O113/100);=P113-R113+Q113-S113
Plata;Verde;07/01/2026;B05467051;Tintes Bajos S.L.;1490903;706,97;01/12/2025;06/01/2026;45;2,31;2,29;16,19;2,04;50,0;7,96;0,82;=G114*(L114/100)*(O114/100);=G114*(K114/360/100)*J114*(O114/100);=P114-R114+Q114-S114
Plata;Verde;07/01/2026;B05467051;Tintes Bajos S.L.;1537176;4142,82;01/12/2025;08/03/2026;65;4,41;1,5;62,14;32,99;60,0;37,23;19,69;=G115*(L115/100)*(O115/100);=G115*(K115/360/100)*J115*(O115/100);=P115-R115+Q115-S115
Plata;Verde;07/01/2026;A75127506;Certificaciones Nitrogenados S.A.;1388503;611,53;19/12/2025;27/02/2026;46;3,7;1,05;6,42;2,89;60,0;3,93;1,58;=G116*(L116/100)*(O116/100);=G116*(K116/360/100)*J116*(O116/100);=P116-R116+Q116-S116
Plata;Verde;07/01/2026;A75127506;Certificaciones Nitrogenados S.A.;1874650;7036,3;27/12/2025;27/02/2026;23;3,3;2,16;151,98;14,83;40,0;60,59;6,13;=G117*(L117/100)*(O117/100);=G117*(K117/360/100)*J117*(O117/100);=P117-R117+Q117-S117
Plata;Verde;07/01/2026;A75127506;Certificaciones Nitrogenados S.A.;4765333;689,99;07/12/2025;11/02/2026;48;3,99;1,82;12,56;3,67;40,0;5,12;1,28;=G118*(L118/100)*(O118/100);=G118*(K118/360/100)*J118*(O118/100);=P118-R118+Q118-S118
Plata;Verde;07/01/2026;A94663659;Adoquines Ágiles S.A.;2920581;9428,65;17/12/2025;19/02/2026;16;2,28;0,72;67,89;9,55;60,0;40,56;5,66;=G119*(L119/100)*(O119/100);=G119*(K119/360/100)*J119*(O119/100);=P119-R119+Q119-S119
Plata;Verde;07/01/2026;A94663659;Adoquines Ágiles S.A.;4098619;846,98;12/12/2025;14/02/2026;56;4,71;1,31;11,1;6,21;70,0;7,92;4,56;=G120*(L120/100)*(O120/100);=G120*(K120/360/100)*J120*(O120/100);=P120-R120+Q120-S120
Plata;Verde;07/01/2026;A94663659;Adoquines Ágiles S.A.;4000585;9682,97;16/12/2025;11/02/2026;16;2,25;0,59;57,13;9,68;40,0;23,07;3,97;=G121*(L121/100)*(O121/100);=G121*(K121/360/100)*J121*(O121/100);=P121-R121+Q121-S121
Plata;Verde;07/01/2026;A57758453;Cereales Anticorrosivos S.A.;1107509;346,41;03/12/2025;02/01/2026;43;2,09;1,29;4,47;0,86;50,0;2,11;0,24;=G122*(L122/100)*(O122/100);=G122*(K122/360/100)*J122*(O122/100);=P122-R122+Q122-S122
Plata;Verde;07/01/2026;A57758453;Cereales Anticorrosivos S.A.;4252225;336,05;19/12/2025;27/01/2026;49;3,96;2,5;8,4;1,81;70,0;5,86;1,02;=G123*(L123/100)*(O123/100);=G123*(K123/360/100)*J123*(O123/100);=P123-R123+Q123-S123
Plata;Verde;07/01/2026;A57758453;Cereales Anticorrosivos S.A.;4557342;7048,89;20/12/2025;06/01/2026;64;3,3;1,12;78,95;41,35;50,0;39,72;20,85;=G124*(L124/100)*(O124/100);=G124*(K124/360/100)*J124*(O124/100);=P124-R124+Q124-S124
Plata;Verde;07/01/2026;B43344392;Granulados Esmerados S.L.;2727072;5477,72;01/12/2025;05/01/2026;54;3,08;1,02;55,87;25,31;70,0;39,1;17,93;=G125*(L125/100)*(O125/100);=G125*(K125/360/100)*J125*(O125/100);=P125-R125+Q125-S125
Plata;Verde;07/01/2026;B43344392;Granulados Esmerados S.L.;3337461;8210,02;14/12/2025;02/03/2026;72;2,98;0,82;67,32;48,93;70,0;46,98;34,0;=G126*(L126/100)*(O126/100);=G126*(K126/360/100)*J126*(O126/100);=P126-R126+Q126-S126
Plata;Verde;07/01/2026;B43344392;Granulados Esmerados S.L.;2891620;178,74;05/12/2025;25/03/2026;21;3,07;0,84;1,5;0,32;70,0;0,85;0,43;=G127*(L127/100)*(O127/100);=G127*(K127/360/100)*J127*(O127/100);=P127-R127+Q127-S127
Plata;Verde;07/01/2026;B43344392;Granulados Esmerados S.L.;2513113;441,02;19/12/2025;04/03/2026;16;4,73;2,48;10,94;0,93;40,0;4,53;0,18;=G128*(L128/100)*(O128/100);=G128*(K128/360/100)*J128*(O128/100);=P128-R128+Q128-S128
Plata;Verde;07/01/2026;B96119778;Registros Evaluados S.L.;4660503;725,5;21/12/2025;09/01/2026;16;4,03;1,13;8,2;1,3;40,0;3,37;0,71;=G129*(L129/100)*(O129/100);=G129*(K129/360/100)*J129*(O129/100);=P129-R129+Q129-S129
Plata;Verde;07/01/2026;B96119778;Registros Evaluados S.L.;2412352;4445,06;09/12/2025;09/01/2026;38;4,89;2,32;103,13;22,94;70,0;72,32;16,23;=G130*(L130/100)*(O130/100);=G130*(K130/360/100)*J130*(O130/100);=P130-R130+Q130-S130
Plata;Verde;07/01/2026;A66652986;Pizarras Naturales S.A.;4684023;612,67;24/12/2025;11/03/2026;65;2,03;0,79;4,84;2,25;40,0;1,71;1,01;=G131*(L131/100)*(O131/100);=G131*(K131/360/100)*J131*(O131/100);=P131-R131+Q131-S131
